film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update,query_response_time_ms
254,DRIVER ANNIE,A Lacklusture Character Study of a Butler And a Car who must Redeem a Boat in An Abandoned Fun House,2006,1,,4,2.99,159,11.99,PG-13,"Trailers,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:02,125.51348266374106
255,DRIVING POLISH,A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft,2006,1,,6,4.99,175,21.99,NC-17,"Trailers,Deleted Scenes",2021-03-06 15:52:02,152.34429188908942
256,DROP WATERFRONT,A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China,2006,1,,6,4.99,178,20.99,R,"Trailers,Commentaries",2021-03-06 15:52:02,175.84908373493832
257,DRUMLINE CYCLONE,A Insightful Panorama of a Monkey And a Sumo Wrestler who must Outrace a Mad Scientist in The Canadian Rockies,2006,1,,3,0.99,110,14.99,G,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:02,154.17181195960254
258,DRUMS DYNAMITE,A Epic Display of a Crocodile And a Crocodile who must Confront a Dog in An Abandoned Amusement Park,2006,1,,6,0.99,96,11.99,PG,Trailers,2021-03-06 15:52:02,102.69010553427009
259,DUCK RACER,A Lacklusture Yarn of a Teacher And a Squirrel who must Overcome a Dog in A Shark Tank,2006,1,,4,2.99,116,15.99,NC-17,Behind the Scenes,2021-03-06 15:52:02,125.91526668147473
260,DUDE BLINDNESS,A Stunning Reflection of a Husband And a Lumberjack who must Face a Frisbee in An Abandoned Fun House,2006,1,,3,4.99,132,9.99,G,"Trailers,Deleted Scenes",2021-03-06 15:52:02,147.78081409216867
261,DUFFEL APOCALYPSE,A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention,2006,1,,5,0.99,171,13.99,G,Commentaries,2021-03-06 15:52:02,147.7300318702251
262,DUMBO LUST,A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico,2006,1,,5,0.99,119,17.99,NC-17,Behind the Scenes,2021-03-06 15:52:02,209.17626530369424
263,DURHAM PANKY,A Brilliant Panorama of a Girl And a Boy who must Face a Mad Scientist in An Abandoned Mine Shaft,2006,1,,6,4.99,154,14.99,R,"Trailers,Commentaries",2021-03-06 15:52:02,108.42036172803006
264,DWARFS ALTER,A Emotional Yarn of a Girl And a Dog who must Challenge a Composer in Ancient Japan,2006,1,,6,2.99,101,13.99,G,"Commentaries,Deleted Scenes",2021-03-06 15:52:02,165.16767725507623
265,DYING MAKER,A Intrepid Tale of a Boat And a Monkey who must Kill a Cat in California,2006,1,,5,4.99,168,28.99,PG,Behind the Scenes,2021-03-06 15:52:02,194.6733932498487
266,DYNAMITE TARZAN,A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat,2006,1,,4,0.99,141,27.99,PG-13,Deleted Scenes,2021-03-06 15:52:02,218.14349236268387
267,EAGLES PANKY,A Thoughtful Story of a Car And a Boy who must Find a A Shark in The Sahara Desert,2006,1,,4,4.99,140,14.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:02,137.86807730448118
268,EARLY HOME,A Amazing Panorama of a Mad Scientist And a Husband who must Meet a Woman in The Outback,2006,1,,6,4.99,96,27.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:02,164.74288358160598
269,EARRING INSTINCT,A Stunning Character Study of a Dentist And a Mad Cow who must Find a Teacher in Nigeria,2006,1,,3,0.99,98,22.99,R,Behind the Scenes,2021-03-06 15:52:02,167.09281071595942
270,EARTH VISION,A Stunning Drama of a Butler And a Madman who must Outrace a Womanizer in Ancient India,2006,1,,7,0.99,85,29.99,NC-17,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:02,155.86445194659873
271,EASY GLADIATOR,A Fateful Story of a Monkey And a Girl who must Overcome a Pastry Chef in Ancient India,2006,1,,5,4.99,148,12.99,G,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:02,147.0346439628208
272,EDGE KISSING,A Beautiful Yarn of a Composer And a Mad Cow who must Redeem a Mad Scientist in A Jet Boat,2006,1,,5,4.99,153,9.99,NC-17,Deleted Scenes,2021-03-06 15:52:02,163.07926168500137
273,EFFECT GLADIATOR,A Beautiful Display of a Pastry Chef And a Pastry Chef who must Outgun a Forensic Psychologist in A Manhattan Penthouse,2006,1,,6,0.99,107,14.99,PG,Commentaries,2021-03-06 15:52:02,74.03261744340944
274,EGG IGBY,A Beautiful Documentary of a Boat And a Sumo Wrestler who must Succumb a Database Administrator in The First Manned Space Station,2006,1,,4,2.99,67,20.99,PG,"Commentaries,Behind the Scenes",2021-03-06 15:52:02,170.46208470187895
275,EGYPT TENENBAUMS,A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park,2006,1,,3,0.99,85,11.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:02,153.78533710985903
276,ELEMENT FREDDY,A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat,2006,1,,6,4.99,115,28.99,NC-17,"Commentaries,Behind the Scenes",2021-03-06 15:52:02,143.32575309665205
277,ELEPHANT TROJAN,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,2006,1,,4,4.99,126,24.99,PG-13,Behind the Scenes,2021-03-06 15:52:02,211.40586587158674
278,ELF MURDER,A Action-Packed Story of a Frisbee And a Woman who must Reach a Girl in An Abandoned Mine Shaft,2006,1,,4,4.99,155,19.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:02,129.75197943628342
279,ELIZABETH SHANE,A Lacklusture Display of a Womanizer And a Dog who must Face a Sumo Wrestler in Ancient Japan,2006,1,,7,4.99,152,11.99,NC-17,"Trailers,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:02,137.90772032804907
280,EMPIRE MALKOVICH,A Amazing Story of a Feminist And a Cat who must Face a Car in An Abandoned Fun House,2006,1,,7,0.99,177,26.99,G,Deleted Scenes,2021-03-06 15:52:02,209.746599066142
281,ENCINO ELF,A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon,2006,1,,6,0.99,143,9.99,G,"Trailers,Behind the Scenes",2021-03-06 15:52:02,125.0381608545043
282,ENCOUNTERS CURTAIN,A Insightful Epistle of a Pastry Chef And a Womanizer who must Build a Boat in New Orleans,2006,1,,5,0.99,92,20.99,NC-17,Trailers,2021-03-06 15:52:02,133.49654151190384
283,ENDING CROWDS,A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin,2006,1,,6,0.99,85,10.99,NC-17,"Commentaries,Behind the Scenes",2021-03-06 15:52:02,145.5892372970745
284,ENEMY ODDS,A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India,2006,1,,5,4.99,77,23.99,NC-17,Trailers,2021-03-06 15:52:02,175.22203446388647
285,ENGLISH BULWORTH,A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China,2006,1,,3,0.99,51,18.99,PG-13,Deleted Scenes,2021-03-06 15:52:02,156.2340752205994
286,ENOUGH RAGING,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,2006,1,,7,2.99,158,16.99,NC-17,Commentaries,2021-03-06 15:52:02,111.22123958543212
287,ENTRAPMENT SATISFACTION,A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat,2006,1,,5,0.99,176,19.99,R,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,134.0349431061843
288,ESCAPE METROPOLIS,A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans,2006,1,,7,2.99,167,20.99,R,Trailers,2021-03-06 15:52:03,131.77936700363367
289,EVE RESURRECTION,A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon,2006,1,,5,4.99,66,25.99,G,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:03,147.68336864330863
290,EVERYONE CRAFT,A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria,2006,1,,4,0.99,163,29.99,PG,"Trailers,Commentaries",2021-03-06 15:52:03,162.77530975889488
291,EVOLUTION ALTER,A Fanciful Character Study of a Feminist And a Madman who must Find a Explorer in A Baloon Factory,2006,1,,5,0.99,174,10.99,PG-13,Behind the Scenes,2021-03-06 15:52:03,162.54617267663917
292,EXCITEMENT EVE,A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank,2006,1,,3,0.99,51,20.99,G,Commentaries,2021-03-06 15:52:03,96.71964737854793
293,EXORCIST STING,A Touching Drama of a Dog And a Sumo Wrestler who must Conquer a Mad Scientist in Berlin,2006,1,,6,2.99,167,17.99,G,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,181.91822962682568
294,EXPECATIONS NATURAL,A Amazing Drama of a Butler And a Husband who must Reach a A Shark in A U-Boat,2006,1,,5,4.99,138,26.99,PG-13,Deleted Scenes,2021-03-06 15:52:03,157.5770653798987
295,EXPENDABLE STALLION,A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat,2006,1,,3,0.99,97,14.99,PG,"Trailers,Behind the Scenes",2021-03-06 15:52:03,191.5359614278172
296,EXPRESS LONELY,A Boring Drama of a Astronaut And a Boat who must Face a Boat in California,2006,1,,5,2.99,178,23.99,R,Trailers,2021-03-06 15:52:03,163.32594981872015
297,EXTRAORDINARY CONQUERER,A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin,2006,1,,6,2.99,122,29.99,G,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:03,183.03968873207288
298,EYES DRIVING,A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback,2006,1,,4,2.99,172,13.99,PG-13,"Trailers,Commentaries",2021-03-06 15:52:03,163.9963593435038
299,FACTORY DRAGON,A Action-Packed Saga of a Teacher And a Frisbee who must Escape a Lumberjack in The Sahara Desert,2006,1,,4,0.99,144,9.99,PG-13,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:03,190.38677268608245
300,FALCON VOLUME,A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans,2006,1,,5,4.99,102,21.99,PG-13,"Commentaries,Behind the Scenes",2021-03-06 15:52:03,165.66751908053337
301,FAMILY SWEET,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin,2006,1,,4,0.99,155,24.99,R,Trailers,2021-03-06 15:52:03,147.06254260671287
302,FANTASIA PARK,A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia,2006,1,,5,2.99,131,29.99,G,Commentaries,2021-03-06 15:52:03,218.17304161340644
303,FANTASY TROOPERS,A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention,2006,1,,6,0.99,58,27.99,PG-13,Behind the Scenes,2021-03-06 15:52:03,176.67111366839677
304,FARGO GANDHI,A Thrilling Reflection of a Pastry Chef And a Crocodile who must Reach a Teacher in The Outback,2006,1,,3,2.99,130,28.99,G,Deleted Scenes,2021-03-06 15:52:03,167.21233263013238
305,FATAL HAUNTED,A Beautiful Drama of a Student And a Secret Agent who must Confront a Dentist in Ancient Japan,2006,1,,6,2.99,91,24.99,PG,"Trailers,Behind the Scenes",2021-03-06 15:52:03,111.71086750384993
306,FEATHERS METAL,A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia,2006,1,,3,0.99,104,12.99,PG-13,"Trailers,Deleted Scenes",2021-03-06 15:52:03,111.35077147609387
307,FELLOWSHIP AUTUMN,A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon,2006,1,,6,4.99,77,9.99,NC-17,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,158.7814644642556
308,FERRIS MOTHER,A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico,2006,1,,3,2.99,142,13.99,PG,"Trailers,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,154.36563593304723
309,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,1,,6,0.99,98,29.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,131.57632304975053
310,FEVER EMPIRE,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,2006,1,,5,4.99,158,20.99,R,"Commentaries,Deleted Scenes",2021-03-06 15:52:03,154.2294809883618
311,FICTION CHRISTMAS,A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft,2006,1,,4,0.99,72,14.99,PG,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,197.65880784130786
312,FIDDLER LOST,A Boring Tale of a Squirrel And a Dog who must Challenge a Madman in The Gulf of Mexico,2006,1,,4,4.99,75,20.99,R,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,170.86207423650896
313,FIDELITY DEVIL,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,2006,1,,5,4.99,118,11.99,G,"Trailers,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,115.76974470741786
314,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,2006,1,,3,0.99,91,13.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,146.6547351857117
315,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,1,,4,0.99,156,10.99,R,"Trailers,Commentaries",2021-03-06 15:52:03,125.85100557442317
316,FIRE WOLVES,A Intrepid Documentary of a Frisbee And a Dog who must Outrace a Lumberjack in Nigeria,2006,1,,5,4.99,173,18.99,R,Trailers,2021-03-06 15:52:03,138.36900250774318
317,FIREBALL PHILADELPHIA,A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft,2006,1,,4,0.99,148,25.99,PG,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:03,137.59153003111072
318,FIREHOUSE VIETNAM,A Awe-Inspiring Character Study of a Boat And a Boy who must Kill a Pastry Chef in The Sahara Desert,2006,1,,7,0.99,103,14.99,G,"Commentaries,Deleted Scenes",2021-03-06 15:52:03,135.67063252187984
319,FISH OPUS,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,2006,1,,4,2.99,125,22.99,R,"Trailers,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,112.34593884079815
320,FLAMINGOS CONNECTICUT,A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert,2006,1,,4,4.99,80,28.99,PG-13,Trailers,2021-03-06 15:52:03,146.1703595544543
321,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,2006,1,,3,4.99,123,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:03,133.18177089458072
322,FLATLINERS KILLER,A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft,2006,1,,5,2.99,100,29.99,G,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:03,62.11653929993196
323,FLIGHT LIES,A Stunning Character Study of a Crocodile And a Pioneer who must Pursue a Teacher in New Orleans,2006,1,,7,4.99,179,22.99,R,Trailers,2021-03-06 15:52:03,211.5891607350499
324,FLINTSTONES HAPPINESS,A Fateful Story of a Husband And a Moose who must Vanquish a Boy in California,2006,1,,3,4.99,148,11.99,PG-13,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,182.66308962650015
325,FLOATS GARDEN,A Action-Packed Epistle of a Robot And a Car who must Chase a Boat in Ancient Japan,2006,1,,6,2.99,145,29.99,PG-13,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:03,138.71097825225013
326,FLYING HOOK,A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria,2006,1,,6,2.99,69,18.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:03,150.56457149221796
327,FOOL MOCKINGBIRD,A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat,2006,1,,3,4.99,158,24.99,PG,"Trailers,Commentaries",2021-03-06 15:52:03,114.85036958047314
328,FOREVER CANDIDATE,A Unbelieveable Panorama of a Technical Writer And a Man who must Pursue a Frisbee in A U-Boat,2006,1,,7,2.99,131,28.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,200.87168633432597
329,FORREST SONS,A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat,2006,1,,4,2.99,63,15.99,R,Commentaries,2021-03-06 15:52:03,206.91866084319335
330,FORRESTER COMANCHEROS,A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria,2006,1,,7,4.99,112,22.99,NC-17,"Trailers,Behind the Scenes",2021-03-06 15:52:03,154.70081184739573
331,FORWARD TEMPLE,A Astounding Display of a Forensic Psychologist And a Mad Scientist who must Challenge a Girl in New Orleans,2006,1,,6,2.99,90,25.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:03,180.70591932556033
332,FRANKENSTEIN STRANGER,A Insightful Character Study of a Feminist And a Pioneer who must Pursue a Pastry Chef in Nigeria,2006,1,,7,0.99,159,16.99,NC-17,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,155.2586033680177
333,FREAKY POCUS,A Fast-Paced Documentary of a Pastry Chef And a Crocodile who must Chase a Squirrel in The Gulf of Mexico,2006,1,,7,2.99,126,16.99,R,"Trailers,Behind the Scenes",2021-03-06 15:52:03,109.89823683372208
334,FREDDY STORM,A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback,2006,1,,6,4.99,65,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:03,137.64529893109028
335,FREEDOM CLEOPATRA,A Emotional Reflection of a Dentist And a Mad Cow who must Face a Squirrel in A Baloon,2006,1,,5,0.99,133,23.99,PG-13,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:03,153.9578390031587
336,FRENCH HOLIDAY,A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin,2006,1,,5,4.99,99,22.99,PG,Behind the Scenes,2021-03-06 15:52:03,136.36356843769667
337,FRIDA SLIPPER,A Fateful Story of a Lumberjack And a Car who must Escape a Boat in An Abandoned Mine Shaft,2006,1,,6,2.99,73,11.99,R,"Trailers,Deleted Scenes",2021-03-06 15:52:03,143.4404016769489
338,FRISCO FORREST,A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank,2006,1,,6,4.99,51,23.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,147.25801327472655
339,FROGMEN BREAKING,A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia,2006,1,,5,0.99,111,17.99,R,"Trailers,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,147.57364506403613
340,FRONTIER CABIN,A Emotional Story of a Madman And a Waitress who must Battle a Teacher in An Abandoned Fun House,2006,1,,6,4.99,183,14.99,PG-13,"Commentaries,Deleted Scenes",2021-03-06 15:52:03,151.5677547149245
341,FROST HEAD,A Amazing Reflection of a Lumberjack And a Cat who must Discover a Husband in A MySQL Convention,2006,1,,5,0.99,82,13.99,PG,"Trailers,Deleted Scenes",2021-03-06 15:52:03,118.18184800810198
342,FUGITIVE MAGUIRE,A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia,2006,1,,7,4.99,83,28.99,R,"Trailers,Commentaries,Deleted Scenes",2021-03-06 15:52:03,128.4895155261619
343,FULL FLATLINERS,A Beautiful Documentary of a Astronaut And a Moose who must Pursue a Monkey in A Shark Tank,2006,1,,6,2.99,94,14.99,PG,"Trailers,Deleted Scenes",2021-03-06 15:52:03,111.46247202900092
344,FURY MURDER,A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery,2006,1,,3,0.99,178,28.99,PG-13,Deleted Scenes,2021-03-06 15:52:03,179.334466490586
345,GABLES METROPOLIS,A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory,2006,1,,3,0.99,161,17.99,PG,"Trailers,Commentaries",2021-03-06 15:52:03,86.83059174479027
346,GALAXY SWEETHEARTS,A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin,2006,1,,4,4.99,128,13.99,R,Deleted Scenes,2021-03-06 15:52:03,184.60771029950777
347,GAMES BOWFINGER,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,2006,1,,7,4.99,119,17.99,PG-13,Behind the Scenes,2021-03-06 15:52:03,191.5904819178853
348,GANDHI KWAI,A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin,2006,1,,7,0.99,86,9.99,PG-13,Trailers,2021-03-06 15:52:03,140.93458239052137
349,GANGS PRIDE,A Taut Character Study of a Woman And a A Shark who must Confront a Frisbee in Berlin,2006,1,,4,2.99,185,27.99,PG-13,Behind the Scenes,2021-03-06 15:52:03,71.90588736518104
350,GARDEN ISLAND,A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback,2006,1,,3,4.99,80,21.99,G,"Trailers,Behind the Scenes",2021-03-06 15:52:03,139.1606831409813
351,GASLIGHT CRUSADE,A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico,2006,1,,4,2.99,106,10.99,PG,"Trailers,Deleted Scenes",2021-03-06 15:52:03,148.0744751613354
352,GATHERING CALENDAR,A Intrepid Tale of a Pioneer And a Moose who must Conquer a Frisbee in A MySQL Convention,2006,1,,4,0.99,176,22.99,PG-13,"Commentaries,Behind the Scenes",2021-03-06 15:52:03,119.6820534021326
353,GENTLEMEN STAGE,A Awe-Inspiring Reflection of a Monkey And a Student who must Overcome a Dentist in The First Manned Space Station,2006,1,,6,2.99,125,22.99,NC-17,"Commentaries,Deleted Scenes",2021-03-06 15:52:03,134.5434481857527
354,GHOST GROUNDHOG,A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India,2006,1,,6,4.99,85,18.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,195.90585596590054
355,GHOSTBUSTERS ELF,A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin,2006,1,,7,0.99,101,18.99,R,"Trailers,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,169.94781486905222
356,GIANT TROOPERS,A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies,2006,1,,5,2.99,102,10.99,R,"Trailers,Commentaries",2021-03-06 15:52:03,122.26307656865701
357,GILBERT PELICAN,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,2006,1,,7,0.99,114,13.99,G,"Trailers,Commentaries",2021-03-06 15:52:03,102.07202491213704
358,GILMORE BOILED,A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat,2006,1,,5,0.99,163,29.99,R,"Trailers,Behind the Scenes",2021-03-06 15:52:03,140.18948047170687
359,GLADIATOR WESTWARD,A Astounding Reflection of a Squirrel And a Sumo Wrestler who must Sink a Dentist in Ancient Japan,2006,1,,6,4.99,173,20.99,PG,"Commentaries,Deleted Scenes",2021-03-06 15:52:03,143.59629661948685
360,GLASS DYING,A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan,2006,1,,4,0.99,103,24.99,G,Trailers,2021-03-06 15:52:03,164.8859756208995
361,GLEAMING JAWBREAKER,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,2006,1,,5,2.99,89,25.99,NC-17,"Trailers,Commentaries",2021-03-06 15:52:03,133.94049862297024
362,GLORY TRACY,A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station,2006,1,,7,2.99,115,13.99,PG-13,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:03,165.34498726085585
363,GO PURPLE,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,2006,1,,3,0.99,54,12.99,R,Trailers,2021-03-06 15:52:03,208.05462120180687
364,GODFATHER DIARY,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,2006,1,,3,2.99,73,14.99,NC-17,Trailers,2021-03-06 15:52:03,174.46503067332787
365,GOLD RIVER,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,2006,1,,4,4.99,154,21.99,R,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,148.55734478007682
366,GOLDFINGER SENSIBILITY,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,2006,1,,3,0.99,93,29.99,G,"Trailers,Commentaries,Behind the Scenes",2021-03-06 15:52:03,144.50548586840117
367,GOLDMINE TYCOON,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,2006,1,,6,0.99,153,20.99,R,"Trailers,Behind the Scenes",2021-03-06 15:52:03,139.29980597460386
368,GONE TROUBLE,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,2006,1,,7,2.99,84,20.99,R,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,185.41922737356433
369,GOODFELLAS SALUTE,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,2006,1,,4,4.99,56,22.99,PG,Deleted Scenes,2021-03-06 15:52:03,131.18059662146092
370,GORGEOUS BINGO,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,2006,1,,4,2.99,108,26.99,R,"Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,151.35668126999948
371,GOSFORD DONNIE,A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,2006,1,,5,4.99,129,17.99,G,Commentaries,2021-03-06 15:52:03,151.53593705643257
372,GRACELAND DYNAMITE,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,2006,1,,5,4.99,140,26.99,R,"Trailers,Commentaries",2021-03-06 15:52:03,134.94647421565404
373,GRADUATE LORD,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,2006,1,,7,2.99,156,14.99,G,"Trailers,Behind the Scenes",2021-03-06 15:52:03,108.82603356347697
374,GRAFFITI LOVE,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,2006,1,,3,0.99,117,29.99,PG,"Trailers,Deleted Scenes",2021-03-06 15:52:03,159.68923510853006
375,GRAIL FRANKENSTEIN,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,2006,1,,4,2.99,85,17.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes",2021-03-06 15:52:03,148.16988084433848
376,GRAPES FURY,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,2006,1,,4,0.99,155,20.99,G,"Commentaries,Behind the Scenes",2021-03-06 15:52:03,165.0072140830971
